season,player,team,position,games,minutes,fga,fgm,fta,ftm,pts,ast,reb,stl,blk,tov
2020-21,Jrue Holiday,MIL,UNK,59,32.3,13.9,7.0,2.3,1.8,17.7,6.1,4.5,1.6,0.6,2.2
2020-21,Juan Toscano-Anderson,GSW,UNK,53,20.9,3.9,2.3,0.6,0.4,5.7,2.8,4.4,0.8,0.5,1.2
2020-21,Juancho Hernangomez,MIN,UNK,52,17.3,5.8,2.5,1.9,1.2,7.2,0.7,3.9,0.4,0.1,0.5
2020-21,Julius Randle,NYK,UNK,71,37.6,18.6,8.5,6.0,4.9,24.1,6.0,10.2,0.9,0.3,3.4
2020-21,Justin Holiday,IND,UNK,72,30.3,8.7,3.6,1.2,0.9,10.5,1.7,3.6,1.0,0.6,0.8
2020-21,Justin Jackson,MIL,UNK,34,17.0,6.5,2.6,1.1,0.9,7.2,1.5,2.3,0.4,0.1,0.9
2020-21,Justin James,SAC,UNK,36,8.6,3.1,1.4,1.0,0.6,3.9,0.6,0.8,0.2,0.1,0.4
2020-21,Justin Patton,HOU,UNK,13,19.0,5.4,2.2,0.3,0.2,5.4,1.1,3.8,0.9,1.1,0.3
2020-21,Justin Robinson,OKC,UNK,9,9.7,2.3,0.8,0.6,0.3,2.3,1.0,0.8,0.3,0.0,0.2
2020-21,Justise Winslow,MEM,UNK,26,19.5,8.1,2.8,1.3,0.8,6.8,1.9,4.5,0.6,0.5,1.4
2020-21,Jusuf Nurkić,POR,UNK,37,23.8,9.0,4.6,3.1,1.9,11.5,3.4,9.0,1.0,1.1,2.0
2020-21,Juwan Morgan,UTA,UNK,29,5.1,1.0,0.5,0.2,0.1,1.2,0.3,1.0,0.1,0.0,0.1
2020-21,KJ Martin,HOU,UNK,45,23.7,7.1,3.6,1.9,1.3,9.3,1.1,5.4,0.7,0.9,0.8
2020-21,KZ Okpala,MIA,UNK,37,12.1,2.6,1.0,0.4,0.2,2.5,0.5,1.8,0.3,0.3,0.4
2020-21,Karim Mane,ORL,UNK,10,8.8,1.3,0.3,0.5,0.4,1.1,0.4,1.4,0.0,0.2,0.3
2020-21,Karl-Anthony Towns,MIN,UNK,50,33.8,17.5,8.5,6.2,5.3,24.8,4.5,10.6,0.8,1.1,3.2
2020-21,Kawhi Leonard,LAC,UNK,52,34.1,17.5,8.9,5.7,5.0,24.8,5.2,6.5,1.6,0.4,2.0
2020-21,Keita Bates-Diop,SAS,UNK,30,8.2,2.2,1.0,0.7,0.5,2.6,0.4,1.6,0.4,0.2,0.2
2020-21,Kelan Martin,IND,UNK,35,9.2,3.9,1.8,0.3,0.3,4.5,0.5,2.2,0.3,0.3,0.5
2020-21,Keldon Johnson,SAS,UNK,69,28.5,10.2,4.9,2.8,2.1,12.8,1.8,6.0,0.6,0.3,1.1
2020-21,Keljin Blevins,POR,UNK,17,4.4,1.2,0.3,0.0,0.0,0.7,0.2,0.6,0.1,0.0,0.3
2020-21,Kelly Olynyk,HOU,UNK,70,28.5,10.0,4.8,2.5,2.1,13.5,2.9,7.0,1.1,0.6,1.8
2020-21,Kelly Oubre Jr.,GSW,UNK,55,30.7,13.2,5.8,3.2,2.2,15.4,1.3,6.0,1.0,0.8,1.3
2020-21,Kemba Walker,OKC,UNK,43,31.8,15.7,6.6,3.5,3.1,19.3,4.9,4.0,1.1,0.3,2.0
2020-21,Kendrick Nunn,MIA,UNK,56,29.5,11.8,5.7,1.1,1.0,14.6,2.6,3.2,0.9,0.3,1.4
2020-21,Kenrich Williams,OKC,UNK,66,21.6,6.2,3.3,1.0,0.5,8.0,2.3,4.1,0.8,0.3,1.2
2020-21,Kent Bazemore,GSW,UNK,67,19.9,5.9,2.6,1.2,0.8,7.2,1.6,3.4,1.0,0.5,1.2
2020-21,Kentavious Caldwell-Pope,LAL,UNK,67,28.4,7.6,3.3,1.7,1.4,9.7,1.9,2.7,0.9,0.4,1.0
2020-21,Kevin Durant,BKN,UNK,35,33.1,17.2,9.3,6.8,6.0,26.9,5.6,7.1,0.7,1.3,3.4
2020-21,Kevin Huerter,ATL,UNK,69,30.8,10.6,4.6,0.9,0.7,11.9,3.5,3.3,1.2,0.3,1.1
2020-21,Kevin Knox II,NYK,UNK,42,11.1,3.4,1.3,0.5,0.4,3.9,0.5,1.5,0.3,0.1,0.4
2020-21,Kevin Love,CLE,UNK,25,24.9,10.1,4.1,2.0,1.7,12.2,2.5,7.4,0.6,0.1,1.5
2020-21,Kevin Porter Jr.,HOU,UNK,26,32.1,14.1,6.0,3.6,2.7,16.6,6.3,3.8,0.7,0.3,3.5
2020-21,Kevon Looney,GSW,UNK,61,19.0,3.2,1.8,0.8,0.5,4.1,2.0,5.3,0.3,0.4,0.6
2020-21,Khem Birch,TOR,UNK,67,22.8,5.7,2.8,1.9,1.4,7.2,1.3,5.8,0.7,0.7,0.7
2020-21,Khris Middleton,MIL,UNK,68,33.4,15.8,7.5,3.5,3.1,20.4,5.4,6.0,1.1,0.1,2.6
2020-21,Khyri Thomas,HOU,UNK,5,30.6,13.2,6.4,1.8,1.8,16.4,5.0,3.6,1.8,1.2,1.2
2020-21,Killian Hayes,DET,UNK,26,25.8,7.7,2.7,0.7,0.5,6.8,5.3,2.7,1.0,0.4,3.2
2020-21,Killian Tillie,MEM,UNK,18,10.1,3.2,1.1,0.6,0.5,3.2,0.4,1.3,0.3,0.4,0.1
2020-21,Kira Lewis Jr.,NOP,UNK,54,16.7,6.2,2.4,0.9,0.8,6.4,2.3,1.3,0.7,0.2,0.6
2020-21,Kostas Antetokounmpo,LAL,UNK,15,3.7,0.7,0.2,0.9,0.4,0.8,0.1,1.3,0.1,0.3,0.7
2020-21,Kris Dunn,ATL,UNK,4,11.4,3.0,0.3,1.0,0.8,1.3,0.5,1.5,0.5,0.5,0.8
2020-21,Kristaps Porziņģis,DAL,UNK,43,30.9,15.9,7.6,3.2,2.7,20.1,1.6,8.9,0.5,1.3,1.2
2020-21,Kyle Anderson,MEM,UNK,69,27.4,9.5,4.5,2.7,2.1,12.4,3.6,5.7,1.2,0.8,1.2
2020-21,Kyle Guy,SAC,UNK,31,7.6,2.8,0.9,0.6,0.5,2.8,1.0,1.1,0.2,0.0,0.4
2020-21,Kyle Kuzma,LAL,UNK,68,28.7,11.1,4.9,1.4,1.0,12.9,1.9,6.1,0.5,0.6,1.7
2020-21,Kyle Lowry,TOR,UNK,46,34.8,13.0,5.7,3.5,3.0,17.2,7.3,5.4,1.0,0.3,2.7
2020-21,Kyrie Irving,BKN,UNK,54,34.9,20.1,10.2,4.0,3.7,26.9,6.0,4.8,1.4,0.7,2.4
2020-21,LaMarcus Aldridge,BKN,UNK,26,25.9,11.4,5.4,1.8,1.6,13.5,1.9,4.5,0.4,1.1,1.0
2020-21,LaMelo Ball,CHA,UNK,51,28.8,13.2,5.7,3.2,2.5,15.7,6.1,5.9,1.6,0.4,2.8
2020-21,Lamar Stevens,CLE,UNK,40,12.5,3.4,1.6,1.3,0.9,4.1,0.6,2.4,0.4,0.3,0.6
2020-21,Landry Shamet,BKN,UNK,61,23.0,7.5,3.0,1.3,1.1,9.3,1.6,1.8,0.5,0.2,0.8
2020-21,Langston Galloway,PHX,UNK,40,10.9,3.7,1.7,0.6,0.6,4.8,0.7,1.1,0.2,0.0,0.3
2020-21,Larry Nance Jr.,CLE,UNK,35,31.2,7.8,3.7,1.4,0.9,9.3,3.1,6.7,1.7,0.5,1.6
2020-21,Lauri Markkanen,CHI,UNK,51,25.8,10.2,4.9,1.8,1.5,13.6,0.9,5.3,0.5,0.3,1.0
2020-21,LeBron James,LAL,UNK,45,33.4,18.3,9.4,5.7,4.0,25.0,7.8,7.7,1.1,0.6,3.7
2020-21,Lonnie Walker IV,SAS,UNK,60,25.4,10.2,4.3,1.2,1.0,11.2,1.7,2.6,0.5,0.3,1.1
2020-21,Lonzo Ball,NOP,UNK,55,31.8,12.7,5.3,1.2,0.9,14.6,5.7,4.8,1.5,0.6,2.2
2020-21,Lou Williams,ATL,UNK,66,21.6,9.8,4.0,2.6,2.3,11.3,3.4,2.1,0.7,0.1,1.6
2020-21,Louis King,SAC,UNK,6,14.2,5.7,2.8,1.0,1.0,7.3,1.5,3.0,1.2,0.5,0.7
2020-21,Luguentz Dort,OKC,UNK,52,29.7,12.3,4.8,3.2,2.3,14.0,1.7,3.6,0.9,0.4,1.5
2020-21,Luka Dončić,DAL,UNK,66,34.3,20.5,9.8,7.1,5.2,27.7,8.6,8.0,1.0,0.5,4.3
2020-21,Luka Samanic,SAS,UNK,33,9.3,3.2,1.4,0.9,0.5,3.7,0.5,2.1,0.2,0.2,0.6
2020-21,Luke Kennard,LAC,UNK,63,19.6,6.6,3.1,0.5,0.4,8.3,1.7,2.6,0.4,0.1,0.8
2020-21,Luke Kornet,BOS,UNK,31,11.2,3.3,1.4,0.2,0.1,3.4,0.8,2.2,0.1,1.0,0.2
2020-21,Malachi Flynn,TOR,UNK,47,19.7,7.2,2.7,1.2,1.0,7.5,2.9,2.5,0.8,0.1,0.9
2020-21,Malcolm Brogdon,IND,UNK,56,34.5,17.5,7.9,3.2,2.7,21.2,5.9,5.3,0.9,0.3,2.1
2020-21,Malik Beasley,MIN,UNK,37,32.8,16.2,7.1,2.2,1.8,19.6,2.4,4.4,0.8,0.2,1.6
2020-21,Malik Fitts,LAC,UNK,3,3.6,1.0,0.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2020-21,Malik Monk,CHA,UNK,42,20.9,9.5,4.1,1.7,1.4,11.7,2.1,2.4,0.5,0.1,1.3
2020-21,Mamadi Diakite,MIL,UNK,14,10.1,2.9,1.1,1.0,0.8,3.1,0.6,2.4,0.4,0.4,0.2
2020-21,Marc Gasol,LAL,UNK,52,19.1,3.7,1.7,1.0,0.7,5.0,2.1,4.1,0.5,1.1,1.0
2020-21,Marcus Morris Sr.,LAC,UNK,57,26.3,10.2,4.8,1.6,1.3,13.4,1.0,4.1,0.6,0.3,1.0
2020-21,Marcus Smart,BOS,UNK,48,32.9,10.6,4.2,3.4,2.7,13.1,5.7,3.5,1.5,0.5,2.0
2020-21,Markelle Fultz,ORL,UNK,8,26.9,13.0,5.1,2.4,2.1,12.9,5.4,3.1,1.0,0.3,2.3
2020-21,Markieff Morris,LAL,UNK,61,19.7,6.2,2.5,0.8,0.6,6.7,1.2,4.4,0.4,0.3,0.9
2020-21,Markus Howard,DEN,UNK,37,5.5,2.9,1.1,0.2,0.2,2.8,0.5,0.6,0.1,0.0,0.5
2020-21,Marques Bolden,CLE,UNK,6,4.8,0.5,0.2,1.3,0.8,1.2,0.0,1.0,0.3,0.3,0.3
2020-21,Marquese Chriss,GSW,UNK,2,13.4,7.0,2.5,2.0,1.0,6.5,1.0,6.5,0.0,1.0,1.0
2020-21,Marvin Bagley III,SAC,UNK,43,25.9,11.4,5.7,3.1,1.8,14.1,1.0,7.4,0.5,0.5,1.4
2020-21,Mason Jones,PHI,UNK,32,10.5,3.8,1.6,2.0,1.3,5.3,1.3,1.7,0.2,0.0,0.9
2020-21,Mason Plumlee,DET,UNK,56,26.8,6.8,4.2,3.0,2.0,10.4,3.6,9.3,0.8,0.9,1.9
2020-21,Matisse Thybulle,PHI,UNK,65,20.0,3.7,1.6,0.3,0.1,3.9,1.0,1.9,1.6,1.1,0.5
2020-21,Matt Thomas,UTA,UNK,45,7.3,2.8,1.1,0.3,0.3,3.1,0.4,1.0,0.1,0.0,0.3
2020-21,Matthew Dellavedova,CLE,UNK,13,17.2,4.3,1.1,0.3,0.3,2.8,4.5,1.8,0.3,0.1,0.5
2020-21,Maurice Harkless,SAC,UNK,37,20.9,4.5,1.9,1.2,0.9,5.2,1.2,2.4,0.8,0.5,0.6
2020-21,Max Strus,MIA,UNK,39,13.0,4.8,2.2,0.6,0.4,6.1,0.6,1.1,0.3,0.1,0.2
2020-21,Maxi Kleber,DAL,UNK,50,26.8,5.5,2.3,0.7,0.7,7.1,1.4,5.2,0.5,0.7,0.6
2020-21,Meyers Leonard,MIA,UNK,3,9.8,2.3,1.0,0.7,0.3,3.3,0.7,2.3,0.0,0.0,0.7
2020-21,Mfiondu Kabengele,CLE,UNK,39,7.2,2.3,0.8,0.5,0.4,2.4,0.4,1.5,0.2,0.3,0.4
2020-21,Michael Carter-Williams,ORL,UNK,31,25.8,8.7,3.4,2.6,1.6,8.8,4.2,4.5,0.8,0.5,2.2
2020-21,Michael Porter Jr.,DEN,UNK,61,31.3,13.4,7.3,2.2,1.7,19.0,1.1,7.3,0.7,0.9,1.3
2020-21,Mikal Bridges,PHX,UNK,72,32.6,9.3,5.0,1.8,1.5,13.5,2.1,4.3,1.1,0.9,0.8
2020-21,Mike Conley,UTA,UNK,51,29.4,12.5,5.6,2.8,2.4,16.2,6.0,3.5,1.4,0.2,1.9
2020-21,Mike James,BKN,UNK,13,18.2,7.1,2.6,2.1,1.6,7.7,4.2,2.5,0.5,0.1,1.5
2020-21,Mike Muscala,OKC,UNK,35,18.4,7.6,3.4,1.0,0.9,9.7,0.8,3.8,0.2,0.3,0.6
2020-21,Mike Scott,PHI,UNK,51,16.7,4.1,1.5,0.2,0.2,4.2,0.8,2.4,0.5,0.3,0.4
2020-21,Miles Bridges,CHA,UNK,66,29.3,9.4,4.7,1.7,1.5,12.7,2.2,6.0,0.7,0.8,1.6
2020-21,Mitchell Robinson,NYK,UNK,31,27.5,5.7,3.7,1.7,0.8,8.3,0.5,8.1,1.1,1.5,0.8
2020-21,Miye Oni,UTA,UNK,54,9.6,1.8,0.6,0.1,0.1,1.9,0.5,1.6,0.2,0.1,0.3
2020-21,Mo Bamba,ORL,UNK,46,15.8,6.5,3.1,1.4,1.0,8.0,0.8,5.8,0.3,1.3,0.8
2020-21,Monte Morris,DEN,UNK,47,25.5,8.2,4.0,1.6,1.2,10.2,3.2,2.0,0.7,0.3,0.7
2020-21,Montrezl Harrell,LAL,UNK,69,22.9,8.7,5.4,3.7,2.6,13.5,1.1,6.2,0.7,0.7,1.1
2020-21,Moritz Wagner,ORL,UNK,45,16.0,5.1,2.3,1.9,1.6,6.9,1.1,3.2,0.6,0.4,1.0
2020-21,Moses Brown,BOS,UNK,43,21.4,6.2,3.4,2.9,1.8,8.6,0.2,8.9,0.7,1.1,1.0
2020-21,Mychal Mulder,GSW,UNK,60,12.8,4.4,2.0,0.4,0.2,5.6,0.4,1.0,0.2,0.2,0.3
2020-21,Myles Turner,IND,UNK,47,31.0,9.2,4.4,3.0,2.4,12.6,1.0,6.5,0.9,3.4,1.4
2020-21,Naji Marshall,NOP,UNK,32,21.9,6.5,2.6,2.3,1.7,7.7,2.8,4.6,0.8,0.3,1.2
2020-21,Nassir Little,POR,UNK,48,13.3,3.5,1.6,0.9,0.8,4.6,0.5,2.7,0.1,0.3,0.4
2020-21,Nate Darling,CHA,UNK,7,3.7,1.0,0.3,0.4,0.4,1.3,0.1,0.1,0.0,0.1,0.1
2020-21,Nate Hinton,DAL,UNK,21,4.4,2.0,0.7,0.5,0.3,2.0,0.4,0.4,0.3,0.1,0.2
2020-21,Nathan Knight,ATL,UNK,33,8.4,3.0,1.1,1.7,1.3,3.8,0.2,2.2,0.3,0.3,0.5
2020-21,Naz Reid,MIN,UNK,70,19.2,8.3,4.3,2.4,1.6,11.2,1.0,4.6,0.5,1.1,1.0
2020-21,Nemanja Bjelica,MIA,UNK,37,16.1,5.3,2.4,1.4,1.0,6.5,1.9,3.4,0.4,0.1,0.9
2020-21,Nerlens Noel,NYK,UNK,64,24.2,3.5,2.1,1.1,0.8,5.1,0.7,6.4,1.1,2.2,1.0
2020-21,Nic Claxton,BKN,UNK,32,18.6,4.5,2.8,2.0,1.0,6.6,0.9,5.2,0.7,1.3,0.6
2020-21,Nick Richards,CHA,UNK,18,3.5,0.5,0.2,0.6,0.4,0.8,0.1,0.6,0.0,0.0,0.2
2020-21,Nickeil Alexander-Walker,NOP,UNK,46,21.9,10.0,4.2,1.4,1.0,11.0,2.2,3.1,1.0,0.5,1.5
2020-21,Nico Mannion,GSW,UNK,30,12.1,3.8,1.3,0.9,0.8,4.1,2.3,1.5,0.5,0.0,1.0
2020-21,Nicolas Batum,LAC,UNK,67,27.4,6.1,2.9,0.9,0.7,8.1,2.2,4.7,1.0,0.6,0.8
2020-21,Nicolo Melli,DAL,UNK,45,12.6,3.1,1.0,0.6,0.4,3.0,1.0,2.7,0.3,0.1,0.3
2020-21,Nikola Jokić,DEN,UNK,72,34.6,18.0,10.2,5.5,4.8,26.4,8.3,10.8,1.3,0.7,3.1
2020-21,Nikola Vučević,CHI,UNK,70,33.5,19.9,9.5,2.2,1.9,23.4,3.8,11.7,0.9,0.7,1.8
2020-21,Noah Vonleh,BKN,UNK,4,2.7,0.8,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.5
2020-21,Norman Powell,POR,UNK,69,32.0,13.3,6.3,3.9,3.4,18.6,1.9,3.1,1.2,0.3,1.7
2020-21,Norvel Pelle,NYK,UNK,13,6.4,1.2,0.6,0.5,0.3,1.5,0.2,1.5,0.1,0.7,0.2
2020-21,OG Anunoby,TOR,UNK,43,33.3,12.1,5.8,2.4,1.9,15.9,2.2,5.5,1.5,0.7,1.7
2020-21,Obi Toppin,NYK,UNK,62,11.0,3.4,1.7,0.4,0.3,4.1,0.5,2.2,0.3,0.2,0.4
2020-21,Onyeka Okongwu,ATL,UNK,50,12.0,3.0,1.9,1.1,0.7,4.6,0.4,3.3,0.5,0.7,0.6
2020-21,Oshae Brissett,IND,UNK,21,24.7,7.2,3.5,3.1,2.4,10.9,0.9,5.5,0.9,1.0,0.5
2020-21,Otto Porter Jr.,ORL,UNK,28,21.7,8.1,3.5,1.5,1.3,9.7,2.0,5.4,0.6,0.1,0.9
2020-21,P.J. Tucker,MIL,UNK,52,26.1,3.4,1.3,0.5,0.4,3.7,1.2,3.9,0.8,0.4,0.8
2020-21,P.J. Washington,CHA,UNK,64,30.5,10.7,4.7,2.3,1.7,12.9,2.5,6.5,1.1,1.2,2.0
2020-21,PJ Dozier,DEN,UNK,50,21.8,7.1,3.0,1.3,0.8,7.7,1.8,3.6,0.6,0.4,0.9
2020-21,Pascal Siakam,TOR,UNK,56,35.8,17.2,7.8,5.4,4.4,21.4,4.5,7.2,1.1,0.7,2.3
2020-21,Pat Connaughton,MIL,UNK,69,22.8,5.6,2.4,0.6,0.4,6.8,1.2,4.8,0.7,0.3,0.5
2020-21,Patrick Beverley,LAC,UNK,37,22.5,5.9,2.5,1.2,1.0,7.5,2.1,3.2,0.8,0.8,0.9
2020-21,Patrick McCaw,TOR,UNK,5,6.7,0.2,0.2,0.6,0.6,1.0,0.8,0.6,0.4,0.0,0.0
2020-21,Patrick Patterson,LAC,UNK,38,15.3,4.3,1.9,0.4,0.3,5.2,0.8,2.0,0.4,0.2,0.3
2020-21,Patrick Williams,CHI,UNK,71,27.9,7.4,3.6,1.8,1.3,9.2,1.4,4.6,0.9,0.6,1.4
2020-21,Patty Mills,SAS,UNK,68,24.8,9.0,3.7,1.1,1.0,10.8,2.4,1.7,0.6,0.0,1.0
2020-21,Paul George,LAC,UNK,54,33.7,17.6,8.2,4.2,3.7,23.3,5.2,6.6,1.1,0.4,3.3
2020-21,Paul Millsap,DEN,UNK,56,20.8,7.2,3.4,1.8,1.3,9.0,1.8,4.7,0.9,0.6,0.9
2020-21,Paul Reed,PHI,UNK,26,6.8,3.0,1.6,0.3,0.2,3.4,0.5,2.3,0.4,0.5,0.5
2020-21,Paul Watson,TOR,UNK,27,11.0,3.0,1.4,0.3,0.2,4.1,0.6,1.7,0.2,0.1,0.3
2020-21,Payton Pritchard,BOS,UNK,66,19.2,6.3,2.8,0.7,0.6,7.7,1.8,2.4,0.6,0.1,0.8
2020-21,Precious Achiuwa,MIA,UNK,61,12.1,3.7,2.0,1.8,0.9,5.0,0.5,3.4,0.3,0.5,0.7
2020-21,Quinn Cook,CLE,UNK,23,6.8,3.0,1.3,0.3,0.3,3.3,0.8,0.7,0.2,0.0,0.3
2020-21,Quinndary Weatherspoon,SAS,UNK,20,6.1,1.8,0.8,0.8,0.7,2.3,0.4,0.6,0.4,0.1,0.5
2020-21,R.J. Hampton,ORL,UNK,51,17.4,6.1,2.7,1.6,1.1,6.9,1.7,3.5,0.4,0.2,1.0
2020-21,RJ Barrett,NYK,UNK,72,34.9,14.7,6.5,3.8,2.9,17.6,3.0,5.8,0.7,0.3,1.9
2020-21,Rajon Rondo,LAC,UNK,45,17.1,4.8,2.1,0.4,0.4,5.4,4.4,2.4,0.8,0.1,1.8
2020-21,Raul Neto,WAS,UNK,64,21.9,7.0,3.3,1.3,1.2,8.7,2.3,2.4,1.1,0.1,0.8
2020-21,Ray Spalding,HOU,UNK,2,9.4,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.5
2020-21,Rayjon Tucker,PHI,UNK,14,4.9,1.3,0.6,1.4,1.0,2.4,0.4,0.8,0.1,0.0,0.3
2020-21,Reggie Bullock Jr.,NYK,UNK,65,30.0,8.6,3.8,0.8,0.8,10.9,1.5,3.4,0.8,0.2,0.7
2020-21,Reggie Jackson,LAC,UNK,67,23.0,8.7,3.9,1.2,1.0,10.7,3.1,2.9,0.6,0.1,1.1
2020-21,Reggie Perry,BKN,UNK,26,8.1,3.0,1.2,0.5,0.4,3.0,0.5,2.8,0.2,0.2,0.6
2020-21,Richaun Holmes,SAC,UNK,61,29.2,9.4,6.0,2.8,2.2,14.2,1.7,8.3,0.6,1.6,1.2
2020-21,Ricky Rubio,MIN,UNK,68,26.1,7.3,2.8,2.2,1.9,8.6,6.4,3.3,1.4,0.1,1.6
2020-21,Robert Covington,POR,UNK,70,32.0,7.3,2.9,0.9,0.7,8.5,1.7,6.7,1.4,1.2,0.9
2020-21,Robert Franks,ORL,UNK,7,14.4,4.0,1.9,1.9,1.7,6.1,0.7,2.0,0.4,0.4,0.3
2020-21,Robert Williams III,BOS,UNK,52,18.9,5.0,3.6,1.4,0.9,8.0,1.8,6.9,0.8,1.8,1.0
2020-21,Robert Woodard II,SAC,UNK,13,3.5,1.5,0.6,0.6,0.2,1.5,0.2,1.2,0.0,0.2,0.1
2020-21,Robin Lopez,WAS,UNK,71,19.1,6.0,3.8,1.9,1.4,9.0,0.8,3.8,0.2,0.6,1.1
2020-21,Rodions Kurucs,MIL,UNK,21,5.9,1.5,0.5,0.2,0.1,1.5,0.5,1.1,0.4,0.2,0.6
2020-21,Rodney Hood,TOR,UNK,55,17.1,4.7,1.7,0.5,0.4,4.5,1.0,1.9,0.4,0.1,0.7
2020-21,Rodney McGruder,DET,UNK,16,12.1,4.4,2.3,0.5,0.4,5.7,1.0,1.4,0.5,0.1,0.4
2020-21,Romeo Langford,BOS,UNK,18,15.7,3.3,1.2,0.7,0.5,3.1,0.7,1.9,0.3,0.3,0.6
2020-21,Rondae Hollis-Jefferson,POR,UNK,11,9.8,1.6,0.8,1.5,0.8,2.5,1.2,2.4,0.2,0.4,0.2
2020-21,Royce O'Neale,UTA,UNK,71,31.6,5.5,2.5,0.6,0.5,7.0,2.5,6.8,0.8,0.5,1.2
2020-21,Rudy Gay,SAS,UNK,63,21.6,10.0,4.2,1.6,1.3,11.4,1.4,4.8,0.7,0.6,1.0
2020-21,Rudy Gobert,UTA,UNK,71,30.8,8.2,5.5,5.3,3.3,14.3,1.3,13.5,0.6,2.7,1.7
2020-21,Rui Hachimura,WAS,UNK,57,31.5,11.4,5.4,2.8,2.2,13.8,1.4,5.5,0.8,0.1,1.2
2020-21,Russell Westbrook,WAS,UNK,65,36.4,19.0,8.4,6.4,4.2,22.2,11.7,11.5,1.4,0.4,4.8
2020-21,Ryan Arcidiacono,CHI,UNK,44,10.2,2.7,1.1,0.5,0.3,3.1,1.3,1.5,0.2,0.0,0.2
2020-21,Saben Lee,DET,UNK,48,16.3,4.4,2.1,1.9,1.3,5.6,3.6,2.0,0.7,0.3,1.1
2020-21,Saddiq Bey,DET,UNK,70,27.3,9.9,4.0,2.1,1.8,12.2,1.4,4.5,0.7,0.2,0.9
2020-21,Sam Merrill,MIL,UNK,30,7.8,2.4,1.1,0.1,0.1,3.0,0.7,1.0,0.3,0.0,0.3
2020-21,Sean McDermott,MEM,UNK,18,8.8,1.8,0.7,0.4,0.4,2.2,0.2,1.1,0.1,0.2,0.2
2020-21,Sekou Doumbouya,DET,UNK,56,15.5,5.0,1.9,1.1,0.8,5.1,0.8,2.6,0.4,0.2,0.8
2020-21,Semi Ojeleye,BOS,UNK,56,17.0,3.9,1.6,0.6,0.4,4.6,0.7,2.6,0.3,0.0,0.4
2020-21,Serge Ibaka,LAC,UNK,41,23.3,8.9,4.5,1.3,1.0,11.1,1.8,6.7,0.2,1.1,1.1
2020-21,Seth Curry,PHI,UNK,57,28.7,9.7,4.5,1.4,1.2,12.5,2.7,2.4,0.8,0.1,1.1
2020-21,Shai Gilgeous-Alexander,OKC,UNK,35,33.7,16.1,8.2,6.5,5.3,23.7,5.9,4.7,0.8,0.7,3.0
2020-21,Shake Milton,PHI,UNK,63,23.2,10.6,4.8,2.8,2.3,13.0,3.1,2.3,0.6,0.3,1.6
2020-21,Shaquille Harrison,DEN,UNK,34,9.8,2.3,0.8,0.6,0.5,2.1,0.7,1.4,0.5,0.1,0.3
2020-21,Sindarius Thornwell,ORL,UNK,21,10.3,2.2,0.7,0.4,0.2,2.0,1.0,0.9,0.6,0.1,0.3
2020-21,Skylar Mays,ATL,UNK,33,8.2,3.0,1.3,0.8,0.7,3.8,0.9,1.1,0.4,0.1,0.3
2020-21,Solomon Hill,ATL,UNK,71,21.3,4.2,1.5,0.6,0.5,4.5,1.1,3.0,0.7,0.2,0.6
2020-21,Spencer Dinwiddie,BKN,UNK,3,21.4,5.3,2.0,2.0,2.0,6.7,3.0,4.3,0.7,0.3,1.7
2020-21,Stanley Johnson,TOR,UNK,61,16.5,3.8,1.5,0.9,0.7,4.4,1.5,2.5,0.9,0.3,0.9
2020-21,Stephen Curry,GSW,UNK,63,34.2,21.7,10.4,6.3,5.7,32.0,5.8,5.5,1.2,0.1,3.4
2020-21,Sterling Brown,HOU,UNK,51,24.1,6.6,2.9,0.6,0.5,8.2,1.4,4.4,0.7,0.2,0.8
2020-21,Steven Adams,NOP,UNK,58,27.7,5.3,3.3,2.3,1.0,7.6,1.9,8.9,0.9,0.7,1.3
2020-21,Svi Mykhailiuk,OKC,UNK,66,20.1,7.7,3.2,0.8,0.6,8.5,1.7,2.5,0.8,0.2,1.3
2020-21,T.J. Leaf,POR,UNK,7,5.1,1.4,0.7,0.3,0.3,1.7,0.1,0.7,0.3,0.1,0.3
2020-21,T.J. McConnell,IND,UNK,69,26.0,7.1,4.0,0.7,0.5,8.6,6.6,3.7,1.9,0.3,2.0
2020-21,T.J. Warren,IND,UNK,4,29.3,12.8,6.8,2.5,2.0,15.5,1.3,3.5,0.5,0.0,1.0
2020-21,Tacko Fall,BOS,UNK,19,7.1,1.5,1.1,0.8,0.3,2.5,0.2,2.7,0.1,1.1,0.3
2020-21,Taj Gibson,NYK,UNK,45,20.8,3.5,2.2,1.2,0.9,5.4,0.8,5.6,0.7,1.1,0.5
2020-21,Talen Horton-Tucker,LAL,UNK,65,20.1,7.5,3.4,2.0,1.5,9.0,2.8,2.6,1.0,0.3,1.6
2020-21,Taurean Prince,CLE,UNK,41,22.1,8.0,3.2,1.9,1.6,9.5,1.9,3.5,0.7,0.6,1.1
2020-21,Terance Mann,LAC,UNK,67,18.9,5.2,2.7,1.4,1.2,7.0,1.6,3.6,0.4,0.2,0.6
2020-21,Terence Davis,SAC,UNK,61,17.6,7.5,3.2,0.9,0.7,8.7,1.4,2.5,0.7,0.2,1.0
