season,player,team,position,games,minutes,fga,fgm,fta,ftm,pts,ast,reb,stl,blk,tov
2022-23,Terry Taylor,CHI,UNK,31,8.5,2.4,1.3,0.4,0.2,2.9,0.3,1.5,0.1,0.2,0.3
2022-23,Thaddeus Young,TOR,UNK,54,14.7,3.7,2.0,0.5,0.3,4.4,1.4,3.1,1.0,0.1,0.8
2022-23,Thanasis Antetokounmpo,MIL,UNK,37,5.6,1.2,0.5,0.6,0.3,1.4,0.4,1.2,0.1,0.1,0.3
2022-23,Theo Maledon,CHA,UNK,44,19.4,5.8,2.3,1.7,1.4,6.7,3.5,2.8,0.8,0.3,1.3
2022-23,Theo Pinson,DAL,UNK,40,8.1,2.2,0.8,0.3,0.3,2.4,1.2,1.6,0.2,0.0,0.3
2022-23,Thomas Bryant,DEN,UNK,59,18.3,6.3,3.9,2.1,1.6,9.8,0.5,5.7,0.3,0.5,0.6
2022-23,Tim Hardaway Jr.,DAL,UNK,71,30.3,11.9,4.8,2.3,1.8,14.4,1.8,3.5,0.7,0.2,0.8
2022-23,Tobias Harris,PHI,UNK,74,32.9,11.4,5.7,1.7,1.5,14.7,2.5,5.7,0.9,0.5,1.2
2022-23,Tony Bradley,CHI,UNK,12,2.8,1.0,0.5,0.3,0.3,1.6,0.1,0.9,0.1,0.1,0.1
2022-23,Torrey Craig,PHX,UNK,79,24.7,6.3,2.9,0.6,0.4,7.4,1.5,5.4,0.6,0.8,0.9
2022-23,Trae Young,ATL,UNK,73,34.8,19.0,8.2,8.8,7.8,26.2,10.2,3.0,1.1,0.1,4.1
2022-23,Tre Jones,SAS,UNK,68,29.2,10.9,5.0,2.5,2.2,12.9,6.6,3.6,1.3,0.1,1.6
2022-23,Tre Mann,OKC,UNK,67,17.7,7.5,2.9,0.8,0.6,7.7,1.8,2.3,0.6,0.2,0.9
2022-23,Trendon Watford,POR,UNK,62,19.1,5.2,2.9,1.6,1.2,7.4,2.1,3.8,0.5,0.2,1.1
2022-23,Trent Forrest,ATL,UNK,23,12.0,2.6,1.1,0.1,0.1,2.3,1.7,1.6,0.3,0.1,0.7
2022-23,Trevelin Queen,PHI,UNK,7,10.0,4.1,1.0,0.7,0.7,3.0,0.9,2.4,0.3,0.7,1.0
2022-23,Trevor Hudgins,HOU,UNK,5,5.7,1.8,0.4,0.6,0.6,1.8,0.6,0.0,0.0,0.0,0.2
2022-23,Trevor Keels,NYK,UNK,3,2.7,1.3,0.3,0.0,0.0,1.0,0.0,0.7,0.0,0.0,0.0
2022-23,Trey Lyles,SAC,UNK,74,16.9,5.5,2.5,1.7,1.4,7.6,0.9,4.1,0.4,0.4,0.9
2022-23,Trey Murphy III,NOP,UNK,79,31.0,10.1,4.9,2.4,2.2,14.5,1.4,3.6,1.1,0.5,0.8
2022-23,Troy Brown Jr.,LAL,UNK,76,24.5,6.1,2.6,0.5,0.4,7.1,1.3,4.1,0.8,0.2,0.6
2022-23,Ty Jerome,GSW,UNK,45,18.1,5.4,2.6,0.9,0.8,6.9,3.0,1.7,0.5,0.1,0.7
2022-23,TyTy Washington Jr.,HOU,UNK,31,14.0,5.2,1.9,0.6,0.3,4.7,1.5,1.5,0.5,0.1,0.5
2022-23,Tyler Dorsey,DAL,UNK,3,2.8,1.7,1.3,0.0,0.0,3.0,0.0,0.7,0.0,0.0,0.0
2022-23,Tyler Herro,MIA,UNK,67,34.9,16.6,7.3,2.7,2.5,20.1,4.2,5.4,0.8,0.2,2.4
2022-23,Tyrese Haliburton,IND,UNK,56,33.6,15.0,7.4,3.6,3.1,20.7,10.4,3.7,1.6,0.4,2.5
2022-23,Tyrese Martin,ATL,UNK,16,4.1,1.4,0.6,0.1,0.1,1.3,0.1,0.8,0.1,0.0,0.1
2022-23,Tyrese Maxey,PHI,UNK,60,33.6,15.2,7.3,3.6,3.0,20.3,3.5,2.9,0.8,0.1,1.3
2022-23,Tyus Jones,MEM,UNK,80,24.2,8.9,3.9,1.2,1.0,10.3,5.2,2.5,1.0,0.1,0.9
2022-23,Udoka Azubuike,UTA,UNK,36,10.0,2.0,1.6,0.6,0.2,3.5,0.3,3.3,0.2,0.4,0.5
2022-23,Udonis Haslem,MIA,UNK,7,10.3,4.1,1.4,0.7,0.6,3.9,0.0,1.6,0.1,0.3,0.1
2022-23,Usman Garuba,HOU,UNK,75,12.9,2.4,1.1,0.6,0.4,3.0,0.9,4.1,0.6,0.4,0.6
2022-23,Vernon Carey Jr.,UTA,UNK,11,2.6,0.7,0.2,0.2,0.2,0.5,0.3,1.0,0.2,0.2,0.2
2022-23,Victor Oladipo,MIA,UNK,42,26.3,9.6,3.8,1.9,1.4,10.7,3.5,3.0,1.4,0.3,2.1
2022-23,Vince Williams Jr.,MEM,UNK,15,7.0,2.7,0.8,0.1,0.1,2.0,0.3,1.0,0.4,0.1,0.3
2022-23,Vlatko Čančar,DEN,UNK,60,14.8,3.8,1.8,0.7,0.6,5.0,1.3,2.1,0.4,0.2,0.6
2022-23,Vít Krejčí,ATL,UNK,29,5.7,1.3,0.5,0.1,0.0,1.2,0.6,0.9,0.2,0.0,0.2
2022-23,Walker Kessler,UTA,UNK,74,23.0,5.6,4.0,2.1,1.1,9.2,0.9,8.4,0.4,2.3,0.8
2022-23,Wendell Carter Jr.,ORL,UNK,57,29.6,10.8,5.6,3.4,2.5,15.2,2.3,8.7,0.5,0.6,1.9
2022-23,Wendell Moore Jr.,MIN,UNK,29,5.3,1.5,0.6,0.2,0.1,1.4,0.6,0.6,0.3,0.2,0.3
2022-23,Wenyen Gabriel,LAL,UNK,68,15.1,3.8,2.3,1.2,0.8,5.5,0.5,4.2,0.4,0.5,0.7
2022-23,Wesley Matthews,MIL,UNK,52,15.8,3.1,1.1,0.5,0.5,3.4,0.7,2.2,0.4,0.3,0.3
2022-23,Will Barton,TOR,UNK,56,17.7,6.5,2.5,0.8,0.7,6.8,2.0,2.4,0.5,0.2,0.9
2022-23,Willy Hernangomez,NOP,UNK,38,12.0,4.4,2.3,2.7,2.1,6.9,0.9,4.7,0.4,0.3,1.0
2022-23,Xavier Cooks,WAS,UNK,10,12.6,2.8,1.7,1.0,0.4,3.8,0.6,3.8,0.6,0.4,0.8
2022-23,Xavier Moon,LAC,UNK,4,4.9,2.3,0.8,0.0,0.0,1.8,1.3,0.8,0.0,0.0,0.3
2022-23,Xavier Sneed,CHA,UNK,4,12.1,2.5,1.3,1.0,1.0,4.3,1.3,1.3,0.0,0.3,0.8
2022-23,Xavier Tillman,MEM,UNK,61,19.3,5.0,3.1,1.5,0.8,7.0,1.6,5.0,1.0,0.5,0.7
2022-23,Yuta Watanabe,BKN,UNK,58,16.0,4.0,2.0,0.8,0.6,5.6,0.8,2.4,0.4,0.3,0.4
2022-23,Zach Collins,SAS,UNK,63,22.9,8.7,4.5,2.3,1.7,11.6,2.9,6.4,0.6,0.8,2.0
2022-23,Zach LaVine,CHI,UNK,77,35.9,18.0,8.7,5.6,4.7,24.8,4.2,4.5,0.9,0.2,2.5
2022-23,Zeke Nnaji,DEN,UNK,53,13.7,3.7,2.1,1.2,0.8,5.2,0.3,2.6,0.3,0.4,0.6
2022-23,Ziaire Williams,MEM,UNK,37,15.2,5.3,2.3,0.6,0.5,5.7,0.9,2.1,0.4,0.2,1.0
2022-23,Zion Williamson,NOP,UNK,29,33.0,16.2,9.8,8.6,6.1,26.0,4.6,7.0,1.1,0.6,3.4
2023-24,A.J. Lawson,DAL,UNK,42,7.4,2.9,1.3,0.5,0.4,3.2,0.5,1.2,0.2,0.1,0.3
2023-24,AJ Green,MIL,UNK,56,11.0,3.5,1.5,0.3,0.3,4.5,0.5,1.1,0.2,0.1,0.2
2023-24,AJ Griffin,ATL,UNK,20,8.5,3.1,0.9,0.1,0.1,2.4,0.3,0.9,0.1,0.1,0.4
2023-24,Aaron Gordon,DEN,UNK,73,31.5,9.8,5.5,3.7,2.4,13.9,3.5,6.5,0.8,0.6,1.4
2023-24,Aaron Holiday,HOU,UNK,78,16.3,5.3,2.4,0.8,0.7,6.6,1.8,1.6,0.5,0.1,0.7
2023-24,Aaron Nesmith,IND,UNK,72,27.7,8.8,4.4,1.9,1.5,12.2,1.5,3.8,0.9,0.7,0.9
2023-24,Aaron Wiggins,OKC,UNK,78,15.7,4.8,2.7,0.9,0.7,6.9,1.1,2.4,0.7,0.2,0.7
2023-24,Adam Flagler,OKC,UNK,2,7.0,3.5,0.5,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0
2023-24,Adama Sanogo,CHI,UNK,9,7.3,3.0,1.6,1.3,0.9,4.0,0.0,4.0,0.1,0.0,0.6
2023-24,Admiral Schofield,ORL,UNK,23,3.7,1.1,0.4,0.1,0.0,1.1,0.3,0.7,0.0,0.0,0.2
2023-24,Al Horford,BOS,UNK,65,26.8,6.4,3.3,0.5,0.4,8.6,2.6,6.4,0.6,1.0,0.7
2023-24,Alec Burks,NYK,UNK,66,18.4,8.6,3.2,2.5,2.2,10.4,1.3,2.3,0.4,0.2,0.7
2023-24,Aleksej Pokusevski,CHA,UNK,28,14.5,4.3,1.8,1.5,1.1,5.2,1.3,3.2,0.5,0.5,0.7
2023-24,Alex Caruso,CHI,UNK,71,28.7,7.6,3.6,1.4,1.0,10.1,3.5,3.8,1.7,1.0,1.4
2023-24,Alex Fudge,DAL,UNK,6,6.7,2.5,1.0,0.3,0.3,2.5,0.0,0.8,0.5,0.0,0.3
2023-24,Alex Len,SAC,UNK,48,9.3,1.7,1.0,0.7,0.4,2.5,1.0,2.7,0.2,0.7,0.6
2023-24,Alondes Williams,MIA,UNK,7,2.2,1.1,0.3,0.1,0.1,0.7,0.0,0.1,0.0,0.1,0.3
2023-24,Alperen Sengun,HOU,UNK,63,32.5,15.6,8.4,5.6,3.9,21.1,5.0,9.3,1.2,0.7,2.6
2023-24,Amari Bailey,CHA,UNK,10,6.5,2.4,0.8,0.7,0.6,2.3,0.7,0.9,0.3,0.0,0.4
2023-24,Amen Thompson,HOU,UNK,62,22.4,7.2,3.9,2.5,1.7,9.5,2.6,6.6,1.3,0.6,1.5
2023-24,Amir Coffey,LAC,UNK,70,20.9,5.0,2.4,1.0,0.9,6.6,1.1,2.1,0.6,0.2,0.5
2023-24,Andre Drummond,CHI,UNK,79,17.1,6.1,3.4,2.8,1.6,8.4,0.5,9.0,0.9,0.6,1.0
2023-24,Andre Jackson Jr.,MIL,UNK,57,10.0,1.8,0.9,0.2,0.1,2.2,0.9,2.0,0.3,0.1,0.5
2023-24,Andrew Funk,CHI,UNK,5,2.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
2023-24,Andrew Nembhard,IND,UNK,68,25.0,7.7,3.8,0.8,0.7,9.2,4.1,2.1,0.9,0.1,1.5
2023-24,Andrew Wiggins,GSW,UNK,71,27.0,11.0,5.0,2.7,2.0,13.2,1.7,4.5,0.6,0.6,1.2
2023-24,Anfernee Simons,POR,UNK,46,34.4,18.2,7.8,3.9,3.5,22.6,5.5,3.6,0.5,0.1,2.7
2023-24,Anthony Black,ORL,UNK,69,16.9,3.6,1.7,1.2,0.7,4.6,1.3,2.0,0.5,0.3,0.8
2023-24,Anthony Davis,LAL,UNK,76,35.5,16.9,9.4,6.8,5.5,24.7,3.5,12.6,1.2,2.3,2.1
2023-24,Anthony Edwards,MIN,UNK,79,35.1,19.7,9.1,6.4,5.4,25.9,5.1,5.4,1.3,0.5,3.1
2023-24,Anthony Gill,WAS,UNK,50,9.3,3.2,1.5,0.7,0.6,3.8,0.7,1.9,0.3,0.2,0.5
2023-24,Armoni Brooks,BKN,UNK,10,10.4,4.6,1.5,0.2,0.1,4.2,0.5,1.8,0.1,0.1,0.3
2023-24,Ashton Hagans,POR,UNK,19,16.6,3.7,1.5,0.9,0.7,4.2,2.8,2.4,0.6,0.5,1.6
2023-24,Ausar Thompson,DET,UNK,63,25.1,7.6,3.7,1.9,1.1,8.8,1.9,6.4,1.1,0.9,1.3
2023-24,Austin Reaves,LAL,UNK,82,32.1,11.5,5.6,3.3,2.8,15.9,5.5,4.3,0.8,0.3,2.1
2023-24,Ayo Dosunmu,CHI,UNK,76,29.1,9.5,4.7,1.4,1.1,12.2,3.2,2.8,0.9,0.5,1.4
2023-24,Bam Adebayo,MIA,UNK,71,34.0,14.3,7.5,5.5,4.1,19.3,3.9,10.4,1.1,0.9,2.3
2023-24,Ben Sheppard,IND,UNK,57,14.3,4.0,1.6,0.5,0.4,4.4,0.9,1.6,0.6,0.0,0.3
2023-24,Ben Simmons,BKN,UNK,15,23.9,4.9,2.9,1.0,0.4,6.1,5.7,7.9,0.8,0.6,1.8
2023-24,Bennedict Mathurin,IND,UNK,59,26.1,11.2,5.0,3.8,3.1,14.5,2.0,4.0,0.6,0.2,1.6
2023-24,Bilal Coulibaly,WAS,UNK,63,27.2,6.9,3.0,2.1,1.5,8.4,1.7,4.1,0.9,0.8,1.4
2023-24,Bismack Biyombo,OKC,UNK,40,19.8,3.3,1.9,1.4,0.7,4.4,1.3,5.2,0.3,0.9,1.1
2023-24,Blake Wesley,SAS,UNK,61,14.4,3.5,1.7,1.3,0.9,4.4,2.7,1.5,0.5,0.1,0.9
2023-24,Boban Marjanovic,HOU,UNK,14,5.1,2.4,1.3,1.0,0.6,3.2,0.4,2.3,0.1,0.1,0.4
2023-24,Bobby Portis,MIL,UNK,82,24.5,11.2,5.7,1.5,1.2,13.8,1.3,7.4,0.8,0.4,1.1
2023-24,Bogdan Bogdanović,ATL,UNK,79,30.4,13.9,6.0,2.1,1.9,16.9,3.1,3.4,1.2,0.3,1.4
2023-24,Bojan Bogdanovic,NYK,UNK,57,25.9,11.9,5.4,2.6,2.1,15.2,1.7,2.7,0.5,0.1,1.8
2023-24,Bol Bol,PHX,UNK,43,10.9,3.5,2.2,0.4,0.3,5.2,0.4,3.2,0.2,0.6,0.4
2023-24,Bones Hyland,LAC,UNK,37,14.6,6.8,2.6,0.6,0.5,6.9,2.5,1.5,0.7,0.1,1.2
2023-24,Bradley Beal,PHX,UNK,53,33.3,13.9,7.1,2.5,2.1,18.2,5.0,4.4,1.0,0.5,2.5
2023-24,Brandin Podziemski,GSW,UNK,74,26.6,8.1,3.7,1.1,0.7,9.2,3.7,5.8,0.8,0.2,1.2
2023-24,Brandon Boston,LAC,UNK,32,10.8,5.0,2.0,1.0,0.7,5.2,0.4,1.6,0.3,0.3,0.8
2023-24,Brandon Clarke,MEM,UNK,6,22.4,9.8,5.5,1.2,0.2,11.3,1.5,5.3,0.8,1.0,0.5
2023-24,Brandon Ingram,NOP,UNK,64,32.9,15.9,7.8,4.8,3.8,20.8,5.7,5.1,0.8,0.6,2.5
2023-24,Brandon Miller,CHA,UNK,74,32.2,14.6,6.4,2.3,1.9,17.3,2.4,4.3,0.9,0.6,1.8
2023-24,Brandon Williams,DAL,UNK,17,6.6,3.2,1.2,1.0,0.6,3.2,1.0,0.8,0.1,0.1,0.4
2023-24,Braxton Key,DEN,UNK,20,3.0,0.9,0.4,0.4,0.3,1.1,0.5,0.9,0.1,0.1,0.1
2023-24,Brice Sensabaugh,UTA,UNK,32,18.3,6.8,2.7,1.3,1.2,7.5,1.7,3.2,0.4,0.2,1.5
2023-24,Brook Lopez,MIL,UNK,79,30.5,9.6,4.6,1.7,1.4,12.5,1.6,5.2,0.5,2.4,1.0
2023-24,Bruce Brown,TOR,UNK,67,27.8,8.7,4.1,2.1,1.7,10.8,2.9,4.2,0.9,0.3,1.3
2023-24,Bruno Fernando,ATL,UNK,45,15.2,4.2,2.4,2.1,1.4,6.3,1.0,4.3,0.6,0.6,1.0
2023-24,Bryce McGowens,CHA,UNK,59,14.9,3.9,1.7,1.4,1.1,5.1,0.9,1.7,0.4,0.2,0.5
2023-24,Buddy Boeheim,DET,UNK,10,8.4,2.9,0.9,1.0,0.8,3.4,0.3,1.0,0.0,0.1,0.0
2023-24,Buddy Hield,PHI,UNK,84,25.7,10.1,4.4,0.7,0.6,12.1,2.8,3.2,0.8,0.5,1.2
2023-24,CJ McCollum,NOP,UNK,66,32.7,16.0,7.3,2.1,1.7,20.0,4.6,4.3,0.9,0.6,1.7
2023-24,Cade Cunningham,DET,UNK,62,33.5,18.8,8.5,4.4,3.8,22.7,7.5,4.3,0.9,0.4,3.4
2023-24,Caleb Houstan,ORL,UNK,59,13.8,3.5,1.4,0.4,0.4,4.3,0.5,1.4,0.3,0.1,0.3
2023-24,Caleb Martin,MIA,UNK,64,27.4,8.7,3.8,1.5,1.2,10.0,2.2,4.4,0.7,0.5,1.2
2023-24,Cam Reddish,LAL,UNK,48,20.5,4.9,1.9,1.1,0.9,5.4,1.0,2.1,1.0,0.3,0.6
2023-24,Cam Thomas,BKN,UNK,66,31.4,18.0,8.0,5.1,4.3,22.5,2.9,3.2,0.7,0.2,1.9
2023-24,Cam Whitmore,HOU,UNK,47,18.7,9.9,4.5,2.4,1.6,12.3,0.7,3.8,0.6,0.4,1.0
2023-24,Cameron Johnson,BKN,UNK,58,27.6,10.7,4.8,1.9,1.5,13.4,2.4,4.3,0.8,0.3,1.0
2023-24,Cameron Payne,PHI,UNK,78,16.7,6.2,2.7,0.9,0.7,7.4,2.6,1.5,0.5,0.1,0.8
2023-24,Caris LeVert,CLE,UNK,68,28.8,12.1,5.1,3.0,2.3,14.0,5.1,4.1,1.1,0.5,1.7
2023-24,Cason Wallace,OKC,UNK,82,20.6,5.4,2.6,0.5,0.4,6.8,1.5,2.3,0.9,0.5,0.5
2023-24,Cedi Osman,SAS,UNK,72,17.6,5.3,2.6,0.7,0.5,6.8,1.7,2.5,0.5,0.2,0.7
2023-24,Charles Bassey,SAS,UNK,19,10.8,2.1,1.5,0.3,0.3,3.3,1.1,4.0,0.4,0.9,0.8
2023-24,Charlie Brown Jr.,NYK,UNK,8,4.7,1.3,0.3,0.0,0.0,0.8,0.0,0.3,0.0,0.3,0.3
2023-24,Chet Holmgren,OKC,UNK,82,29.4,11.6,6.2,3.4,2.7,16.5,2.4,7.9,0.6,2.3,1.6
2023-24,Chimezie Metu,DET,UNK,51,16.8,4.8,2.4,1.3,1.1,6.5,0.9,3.8,0.8,0.3,1.0
2023-24,Chris Boucher,TOR,UNK,50,14.1,4.3,2.2,1.8,1.4,6.4,0.5,4.1,0.3,0.5,0.6
2023-24,Chris Duarte,SAC,UNK,59,12.2,3.6,1.4,0.6,0.4,3.9,0.7,1.8,0.5,0.1,0.4
2023-24,Chris Livingston,MIL,UNK,21,4.3,1.0,0.5,0.2,0.1,1.2,0.2,1.0,0.1,0.0,0.2
2023-24,Chris Paul,GSW,UNK,58,26.4,8.1,3.6,0.9,0.7,9.2,6.8,3.9,1.2,0.1,1.3
2023-24,Christian Braun,DEN,UNK,82,20.2,5.9,2.7,1.6,1.1,7.3,1.6,3.7,0.5,0.4,0.7
2023-24,Christian Wood,LAL,UNK,50,17.4,5.3,2.5,1.9,1.3,6.9,1.0,5.1,0.3,0.7,1.0
2023-24,Chuma Okeke,ORL,UNK,47,9.2,2.4,0.9,0.1,0.1,2.3,0.4,1.7,0.2,0.1,0.3
2023-24,Clint Capela,ATL,UNK,73,25.8,8.5,4.8,2.8,1.8,11.5,1.2,10.6,0.6,1.5,1.0
2023-24,Coby White,CHI,UNK,79,36.5,15.3,6.8,3.3,2.8,19.1,5.1,4.5,0.7,0.2,2.1
2023-24,Cody Martin,CHA,UNK,28,26.9,7.7,2.9,1.2,0.7,7.5,3.7,3.9,1.1,0.6,1.6
2023-24,Cody Zeller,NOP,UNK,43,7.4,1.4,0.6,0.9,0.5,1.8,0.9,2.6,0.2,0.1,0.4
2023-24,Colby Jones,SAC,UNK,30,6.4,2.4,0.9,0.4,0.2,2.1,0.7,1.3,0.2,0.2,0.3
2023-24,Cole Anthony,ORL,UNK,81,22.4,9.4,4.1,2.7,2.2,11.6,2.9,3.8,0.8,0.5,1.6
2023-24,Cole Swider,MIA,UNK,18,4.8,2.1,0.8,0.1,0.1,2.3,0.3,0.4,0.1,0.1,0.4
2023-24,Colin Castleton,LAL,UNK,16,3.7,1.0,0.6,0.4,0.4,1.5,0.2,0.8,0.1,0.0,0.2
2023-24,Collin Gillespie,DEN,UNK,24,9.4,2.9,1.3,0.5,0.3,3.6,1.1,0.9,0.5,0.0,0.6
2023-24,Collin Sexton,UTA,UNK,78,26.6,13.3,6.5,4.7,4.1,18.7,4.9,2.6,0.8,0.2,2.1
2023-24,Corey Kispert,WAS,UNK,80,25.8,9.9,4.8,2.0,1.4,13.4,2.0,2.8,0.5,0.2,1.2
2023-24,Cory Joseph,GSW,UNK,26,11.4,2.5,0.9,0.3,0.2,2.4,1.6,1.2,0.2,0.1,0.5
2023-24,Craig Porter Jr.,CLE,UNK,51,12.7,4.5,2.3,1.1,0.8,5.6,2.3,2.1,0.4,0.3,0.9
2023-24,D'Angelo Russell,LAL,UNK,76,32.7,14.2,6.5,2.5,2.1,18.0,6.3,3.1,0.9,0.5,2.1
2023-24,D'Moi Hodge,LAL,UNK,7,5.9,2.1,0.7,0.3,0.1,2.0,0.7,0.0,0.1,0.1,0.1
2023-24,D.J. Carton,TOR,UNK,4,8.9,2.0,0.8,1.3,1.0,2.8,0.8,1.0,0.3,0.0,0.3
2023-24,D.J. Wilson,ORL,UNK,2,7.7,3.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0
2023-24,DaQuan Jeffries,NYK,UNK,17,2.7,1.0,0.4,0.1,0.0,0.8,0.3,0.3,0.0,0.1,0.2
2023-24,Daishen Nix,MIN,UNK,15,3.3,1.6,0.6,0.4,0.2,1.8,0.4,0.2,0.3,0.0,0.3
2023-24,Dalano Banton,POR,UNK,54,19.4,9.3,3.7,2.2,1.7,10.3,2.4,3.3,0.6,0.4,1.4
2023-24,Dalen Terry,CHI,UNK,59,11.5,2.7,1.2,0.7,0.4,3.1,1.4,1.9,0.5,0.3,0.5
2023-24,Damian Jones,CLE,UNK,39,6.9,1.8,1.1,0.5,0.5,2.7,0.4,1.6,0.2,0.3,0.3
2023-24,Damian Lillard,MIL,UNK,73,35.3,17.5,7.4,7.0,6.5,24.3,7.0,4.4,1.0,0.2,2.6
2023-24,Daniel Gafford,DAL,UNK,74,24.5,6.5,4.7,2.4,1.6,11.0,1.6,7.6,0.9,2.1,1.0
2023-24,Daniel Theis,LAC,UNK,60,16.9,4.9,2.6,0.8,0.6,6.3,1.0,4.1,0.4,0.9,0.7
2023-24,Danilo Gallinari,MIL,UNK,49,12.8,3.9,1.7,2.0,1.7,5.7,1.1,2.2,0.3,0.1,0.5
2023-24,Danny Green,PHI,UNK,2,9.2,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0
2023-24,Danté Exum,DAL,UNK,55,19.8,5.5,2.9,1.2,1.0,7.8,2.9,2.7,0.4,0.1,0.9
2023-24,Danuel House Jr.,PHI,UNK,34,15.0,3.1,1.4,1.4,1.0,4.2,0.8,1.7,0.4,0.1,0.6
2023-24,Dario Šarić,GSW,UNK,64,17.2,6.1,2.8,1.5,1.2,8.0,2.3,4.4,0.5,0.2,1.2
2023-24,Dariq Whitehead,BKN,UNK,2,12.0,2.5,0.5,1.0,0.5,1.5,1.5,2.0,0.0,0.5,0.0
2023-24,Darius Bazley,UTA,UNK,9,16.9,3.3,2.0,1.3,1.1,5.3,0.8,3.1,0.7,0.8,0.9
2023-24,Darius Garland,CLE,UNK,57,33.3,14.8,6.6,3.1,2.6,18.0,6.5,2.7,1.3,0.1,3.1
2023-24,David Duke Jr.,SAS,UNK,4,12.8,4.5,2.5,0.8,0.8,6.5,1.3,2.5,0.5,0.0,0.8
2023-24,David Roddy,PHX,UNK,65,18.1,6.3,2.5,1.0,0.7,6.5,1.2,3.2,0.4,0.2,0.9
2023-24,Davion Mitchell,SAC,UNK,72,15.3,4.5,2.0,0.6,0.4,5.3,1.9,1.3,0.2,0.0,0.6
2023-24,Davis Bertans,CHA,UNK,43,15.7,5.4,2.1,0.8,0.7,6.7,0.8,1.4,0.6,0.3,0.4
2023-24,Day'Ron Sharpe,BKN,UNK,61,15.1,4.8,2.8,2.0,1.2,6.8,1.4,6.4,0.4,0.7,1.1
2023-24,De'Aaron Fox,SAC,UNK,74,35.9,20.9,9.7,5.7,4.2,26.6,5.6,4.6,2.0,0.4,2.6
2023-24,De'Andre Hunter,ATL,UNK,57,29.5,11.6,5.3,3.4,2.9,15.6,1.5,3.9,0.7,0.3,1.5
2023-24,De'Anthony Melton,PHI,UNK,38,26.9,9.5,3.7,2.1,1.7,11.1,3.0,3.7,1.6,0.4,1.0
2023-24,DeAndre Jordan,DEN,UNK,36,11.0,2.6,1.6,1.5,0.7,3.9,0.7,4.4,0.2,0.4,0.6
2023-24,DeJon Jarreau,MEM,UNK,9,16.6,5.6,1.9,1.2,0.6,4.8,2.9,4.9,0.7,0.2,1.0
2023-24,DeMar DeRozan,CHI,UNK,79,37.8,17.2,8.2,7.7,6.6,24.0,5.3,4.3,1.1,0.6,1.7
2023-24,Dean Wade,CLE,UNK,54,20.5,4.3,1.8,0.5,0.4,5.4,0.8,4.0,0.7,0.5,0.4
2023-24,Deandre Ayton,POR,UNK,55,32.4,13.6,7.8,1.4,1.2,16.7,1.6,11.1,1.0,0.8,1.8
2023-24,Dejounte Murray,ATL,UNK,78,35.7,18.8,8.6,3.4,2.7,22.5,6.4,5.3,1.4,0.3,2.6
2023-24,Delon Wright,MIA,UNK,47,15.8,4.0,1.6,1.0,0.8,4.5,2.5,1.8,1.1,0.2,0.3
2023-24,Deni Avdija,WAS,UNK,75,30.1,10.7,5.4,3.6,2.7,14.7,3.8,7.2,0.8,0.5,2.1
2023-24,Dennis Schröder,BKN,UNK,80,31.1,11.6,5.0,2.7,2.2,14.0,6.1,3.0,0.8,0.2,1.9
2023-24,Dennis Smith Jr.,BKN,UNK,56,18.9,6.0,2.6,1.0,0.8,6.6,3.6,2.9,1.2,0.2,1.2
2023-24,Dereck Lively II,DAL,UNK,55,23.5,5.4,4.0,1.5,0.7,8.8,1.1,6.9,0.7,1.4,0.9
2023-24,Dereon Seabron,NOP,UNK,6,9.2,2.2,0.7,1.0,0.8,2.3,0.8,1.2,0.3,0.2,0.0
2023-24,Derrick Jones Jr.,DAL,UNK,76,23.5,6.5,3.1,1.8,1.3,8.6,1.0,3.3,0.7,0.7,0.9
2023-24,Derrick Rose,MEM,UNK,24,16.6,6.9,3.2,1.1,1.0,8.0,3.3,1.9,0.3,0.1,1.3
2023-24,Derrick White,BOS,UNK,73,32.6,11.5,5.3,2.1,1.9,15.2,5.2,4.2,1.0,1.2,1.5
2023-24,Desmond Bane,MEM,UNK,42,34.4,18.5,8.6,3.8,3.3,23.7,5.5,4.4,1.0,0.5,2.7
2023-24,Devin Booker,PHX,UNK,68,36.0,19.2,9.4,6.7,6.0,27.1,6.9,4.5,0.9,0.4,2.6
2023-24,Devin Vassell,SAS,UNK,68,33.1,15.5,7.3,3.0,2.4,19.5,4.1,3.8,1.1,0.3,1.6
2023-24,Devonte' Graham,SAS,UNK,23,13.6,4.7,1.7,0.7,0.6,5.0,2.1,1.6,0.4,0.1,0.7
2023-24,Dexter Dennis,DAL,UNK,4,7.5,4.8,2.5,0.8,0.3,5.5,1.0,2.3,0.0,0.3,0.8
2023-24,Dillon Brooks,HOU,UNK,72,30.9,10.7,4.6,2.0,1.7,12.7,1.7,3.4,0.9,0.1,1.2
2023-24,Dmytro Skapintsev,NYK,UNK,2,1.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,Domantas Sabonis,SAC,UNK,82,35.7,13.0,7.7,5.1,3.6,19.4,8.2,13.7,0.9,0.6,3.3
2023-24,Dominick Barlow,SAS,UNK,33,12.7,3.4,1.7,1.3,0.9,4.4,1.1,3.4,0.4,0.4,0.3
